developers,publishers,categories,genres,required_age,n_achievements,platforms,is_released,total_reviews,total_positive,total_negative,positive_percentual,metacritic,is_free,price_initial (USD),label_positive,release_year
['Games Venture'],['Games Venture'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie', 'Strategy']",0,0,['windows'],True,2,0,2,0.0,0,False,7.99,0,
['GuraShop'],['GuraShop'],"['Single-player', 'Full controller support', 'VR Only']","['Casual', 'Simulation']",0,0,['windows'],True,1,1,0,100.0,0,True,0.0,1,
['Vidas Salavejus'],['Vidas Salavejus'],"['Single-player', 'Family Sharing']",['Indie'],0,0,['windows'],True,17,13,4,76.5,0,False,9.99,0,
['Pandora Entertainment'],['Pandora Entertainment'],"['MMO', 'Family Sharing']","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access']",0,0,['windows'],True,12,2,10,16.7,0,False,0.0,0,
['Evgeny Petrov'],['Not a Prototype games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Indie', 'Strategy']",0,8,"['windows', 'linux']",True,5,4,1,80.0,0,False,0.99,1,
['CDIS Lab.'],['CDIS'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,5,['windows'],True,3,3,0,100.0,0,False,8.99,1,
['CDIS Lab.'],['CDIS'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie']",0,5,['windows'],True,3,3,0,100.0,0,False,7.99,1,
['IndieGala'],['IndieGala'],"['Single-player', 'Steam Achievements', 'Full controller support']","['Action', 'Adventure', 'Indie']",0,23,['windows'],True,63,39,24,61.9,0,True,0.0,0,
['Montino'],['Montino'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Adventure', 'RPG']",0,0,"['windows', 'mac']",True,4,1,3,25.0,0,False,4.99,0,
['Zeth'],['Assemble Entertainment'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,15,['windows'],True,41,35,6,85.4,0,False,10.99,1,
['Kurlik Kurkil Studios'],['Kavkaz Sila Games'],"['Single-player', 'Family Sharing']",['Simulation'],0,0,['windows'],True,119,88,31,73.9,0,False,0.99,0,
['Funs Studios'],['Funs Studios'],"['Single-player', 'Family Sharing']","['Casual', 'RPG', 'Simulation']",0,0,['windows'],True,3,2,1,66.7,0,False,9.99,0,
['PS Games'],['PS Games'],"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor', 'Family Sharing']","['Adventure', 'Indie']",0,5,"['windows', 'mac']",True,9,4,5,44.4,0,False,6.99,0,
['Robert Wahler'],['Wahler Digital'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,12,"['windows', 'mac', 'linux']",True,125,118,7,94.4,0,False,3.99,1,
['BadWolf Games'],['HandMade Games'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",0,29,"['windows', 'mac', 'linux']",True,31,18,13,58.1,0,False,8.99,0,
['Glitchheart'],['Rooftop Panda'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Indie', 'Strategy']",0,8,"['windows', 'linux']",True,88,88,0,100.0,0,False,4.99,1,
['Pink Kong Studios'],['Pink Kong Studios'],['VR Only'],"['Animation & Modeling', 'Design & Illustration']",0,0,['windows'],True,3,1,2,33.3,0,False,2.99,0,
['Blaze Epic'],['Blaze Epic'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie']",0,14,['windows'],True,2,2,0,100.0,0,False,0.99,1,
['Rhys510'],['Rhys510'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,16,['windows'],True,4,4,0,100.0,0,False,6.99,1,
['ODBear Studios'],['ODBear Studios'],"['Single-player', 'Steam Achievements', 'Family Sharing']",['Casual'],0,30,['windows'],True,2,0,2,0.0,0,False,2.99,0,
['Average Games'],['Average Games'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Simulation', 'Sports']",0,0,"['windows', 'mac']",True,1,1,0,100.0,0,False,0.99,1,
['Thunder Lotus Games'],['Thunder Lotus Games'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Adventure', 'Indie', 'Simulation']",84,39,"['windows', 'mac', 'linux']",True,15618,14898,720,95.4,84,False,29.99,1,
['anotherworld GmbH'],['anotherworld GmbH'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",['Adventure'],0,0,['windows'],True,188,151,37,80.3,0,False,5.99,1,
"['Halit Büyükyılmaz', 'Kaan Kurtuluş']",['Halit Büyükyılmaz'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'Early Access']",0,13,"['windows', 'mac', 'linux']",True,20,16,4,80.0,0,False,6.99,1,
['Seamount'],['Seamount'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']",0,37,"['windows', 'mac']",True,76,62,14,81.6,0,False,19.99,1,
['Team Gizmoid'],['Team Gizmoid'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",['Indie'],0,24,['windows'],True,1,1,0,100.0,0,False,0.99,1,
['Ponomarev Denis'],['Ponomarev Denis'],"['Single-player', 'Family Sharing']","['Indie', 'Strategy', 'Early Access']",0,19,['windows'],True,3,3,0,100.0,0,False,3.99,1,
['Qoobrand'],['Sekai Project'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']",['Casual'],0,0,['windows'],True,26,24,2,92.3,0,False,29.99,1,
['Zeta bit'],['Zeta bit'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,21,['windows'],True,8,6,2,75.0,0,False,4.99,0,
['EX Games'],['ConphuFactory'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,40,['windows'],True,4,2,2,50.0,0,False,0.99,0,
['Altair Game'],['ValkyrieInitiative'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Indie']",0,16,['windows'],True,10,7,3,70.0,0,False,0.99,0,
['Wirtuel'],['Wirtuel'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",['Indie'],0,0,['windows'],True,7,5,2,71.4,0,False,1.99,0,
['Dikobraz Games'],['JoyBits Ltd.'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,0,"['windows', 'mac']",True,3,3,0,100.0,0,False,10.99,1,
['Flat Cat Games'],['Flat Cat Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",0,11,['windows'],True,8,4,4,50.0,0,False,0.0,0,
['Stack Interactive'],['Stack Interactive'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Casual', 'Indie']",0,0,['windows'],True,1,1,0,100.0,0,False,9.99,1,
['Dikobraz Games'],['JoyBits Ltd.'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,5,"['windows', 'mac']",True,9,6,3,66.7,0,False,5.99,0,
['Wolverine Studios'],['Wolverine Studios'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Remote Play Together', 'Family Sharing']","['Indie', 'Simulation', 'Sports', 'Strategy']",0,0,['windows'],True,6,1,5,16.7,0,False,4.99,0,
['Creative Storm Entertainment'],[' CreativeForge Games'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Indie', 'RPG', 'Simulation', 'Strategy']",0,51,['windows'],True,193,160,33,82.9,0,False,19.99,1,
['STXsurreal'],['STXsurreal'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Partial Controller Support', 'Family Sharing']",['Action'],0,0,['windows'],True,51,27,24,52.9,0,False,4.99,0,
['SuckerFree Games'],['SuckerFree Games'],"['Single-player', 'Steam Achievements', 'Captions available', 'Family Sharing']","['Adventure', 'Indie']",0,13,"['windows', 'mac', 'linux']",True,68,63,5,92.6,0,False,2.99,1,
['Drago Software'],['Drago Software'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie']",0,15,['windows'],True,38,22,16,57.9,0,False,4.99,0,
['True'],['False'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'Simulation']",0,10,['windows'],True,35,32,3,91.4,0,False,1.99,1,
['Iurii Batalkin'],['Iurii Batalkin'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,16,"['windows', 'mac', 'linux']",True,17,16,1,94.1,0,False,2.99,1,
['Version 5 Games'],['Version 5 Games'],"['Single-player', 'Family Sharing']","['Action', 'Indie', 'RPG', 'Early Access']",0,10,['windows'],True,1,0,1,0.0,0,False,14.99,0,
['Dnovel'],['Conglomerate 5'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer']",0,6,['windows'],True,7,7,0,100.0,0,False,0.99,1,
['Chequered Ink Ltd.'],['Chequered Ink Ltd.'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual']",0,0,['windows'],True,8,6,2,75.0,0,False,4.99,0,
['Sonic Team'],['SEGA'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",['Casual'],0,45,['windows'],True,341,294,47,86.2,0,False,9.99,1,
['IKIGames'],['IKIGames'],"['Single-player', 'Steam Achievements', 'Family Sharing']",['Casual'],0,16,"['windows', 'mac']",True,2,1,1,50.0,0,False,9.99,0,
['Hipfire Games'],['Hipfire Games'],"['Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Action', 'Indie', 'Simulation']",0,0,['windows'],True,29,14,15,48.3,0,False,9.99,0,
['Paul Kearley'],['Paul Kearley'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Indie', 'Strategy']",0,53,"['windows', 'mac']",True,4,4,0,100.0,0,False,8.99,1,
['Twelve Tiles'],['Twelve Tiles'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,13,"['windows', 'mac']",True,7,7,0,100.0,0,False,2.99,1,
['Creobit'],['8floor'],"['Single-player', 'Family Sharing']",['Casual'],0,0,"['windows', 'mac']",True,6,4,2,66.7,0,False,4.99,0,
['Creobit'],['8floor'],"['Single-player', 'Family Sharing']",['Casual'],0,0,"['windows', 'mac']",True,4,2,2,50.0,0,False,4.99,0,
['Creobit'],['8floor'],"['Single-player', 'Family Sharing']",['Casual'],0,0,"['windows', 'mac']",True,4,2,2,50.0,0,False,4.99,0,
['Caipirinha Games'],['Toplitz Productions'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Adventure', 'Sports']",0,20,['windows'],True,23,9,14,39.1,0,False,19.99,0,
['Weappy Studio'],['THQ Nordic'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Strategy'],0,33,"['windows', 'mac', 'linux']",True,395,290,105,73.4,0,False,9.99,0,
['KY'],['StarK Software'],"['Single-player', 'Family Sharing']","['Action', 'Adventure']",0,0,['windows'],True,10,1,9,10.0,0,False,4.99,0,
['Everwake Games'],['Everwake Games'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Casual', 'Indie']",0,23,['windows'],True,12,12,0,100.0,0,False,9.5,1,
['Blue Tea Games'],['Big Fish Games'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual']",0,0,['windows'],True,12,11,1,91.7,0,False,9.99,1,
['AMAX Interactive'],['Big Fish Games'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual']",0,0,['windows'],True,3,3,0,100.0,0,False,9.99,1,
['Tamalaki'],['Big Fish Games'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual']",0,0,['windows'],True,5,2,3,40.0,0,False,9.99,0,
['AMAX Interactive'],['Big Fish Games'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual']",0,0,['windows'],True,1,1,0,100.0,0,False,0.0,1,
['Chaos Minds'],['Chaos Minds'],"['Single-player', 'Steam Achievements', 'Family Sharing']",['Indie'],0,7,"['windows', 'mac', 'linux']",True,86,56,30,65.1,0,False,9.99,0,
['Noblemen VR'],['Noblemen VR'],"['Single-player', 'Steam Achievements', 'VR Only', 'Family Sharing']",['Action'],0,19,['windows'],True,2,2,0,100.0,0,False,0.0,1,
['Game Grotto Softworks'],['Game Grotto Softworks'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie']",0,31,['windows'],True,10,10,0,100.0,0,False,9.99,1,
['Zachtronics'],['Zachtronics'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",0,6,"['windows', 'mac', 'linux']",True,262,188,74,71.8,0,False,19.99,0,
['Mateus Dias Toledo'],['Mateus Dias Toledo'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",0,14,['windows'],True,2,2,0,100.0,0,False,0.99,1,
['Reine Works'],['Top Hat Curios & Oddities'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",['Simulation'],0,23,"['windows', 'mac', 'linux']",True,37,24,13,64.9,0,False,9.99,0,
['SRA Games'],['SRA Games '],"['Single-player', 'Steam Achievements', 'Family Sharing']",['Casual'],0,32,['windows'],True,1,1,0,100.0,0,False,0.99,1,
['Fordesoft'],['Fordesoft'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Indie', 'RPG']",0,29,"['windows', 'linux']",True,3,3,0,100.0,0,False,3.99,1,
['北京目标在线科技有限公司'],['北京目标在线科技有限公司'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'RPG']",0,0,['windows'],True,32,24,8,75.0,0,False,0.99,0,
['橙光游戏'],['橙光游戏'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",0,4,"['windows', 'mac']",True,12,10,2,83.3,0,False,4.99,1,
['MAGES. Inc.'],"['Spike Chunsoft Co., Ltd.']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",['Adventure'],0,50,['windows'],True,368,360,8,97.8,0,False,29.99,1,
['MAGES. Inc.'],"['Spike Chunsoft Co., Ltd.']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['Adventure'],0,34,['windows'],True,916,840,76,91.7,0,False,24.99,1,
['Pirate Parrot'],['Pirate Parrot'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie']",0,39,"['windows', 'mac', 'linux']",True,7,6,1,85.7,0,False,4.99,1,
"['Heart-7 Culture Communication (Shanghai) Co., Ltd']",['SakuraGame'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie', 'RPG', 'Simulation']",0,20,['windows'],True,42,24,18,57.1,0,False,1.99,0,
['DevilishGames'],['DevilishGames'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Casual', 'Indie']",0,10,"['windows', 'mac']",True,11,6,5,54.5,0,False,1.99,0,
['Forceight'],['Forceight'],"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'VR Supported', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie', 'Racing', 'Sports']",0,0,['windows'],True,4,4,0,100.0,0,False,0.99,1,
['JT Mitchell'],['Dos Gatitos Games'],"['Single-player', 'Family Sharing']","['Action', 'Indie']",0,0,['windows'],True,4,4,0,100.0,0,False,4.99,1,
['ZeroBit Games'],['Ocean Media LLC'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",['Casual'],0,21,['windows'],True,5,4,1,80.0,0,False,9.99,1,
['Somer Games'],['8floor'],"['Single-player', 'Family Sharing']",['Casual'],0,0,"['windows', 'mac']",True,12,9,3,75.0,0,False,4.99,0,
['Creobit'],['8floor'],"['Single-player', 'Family Sharing']",['Casual'],0,0,"['windows', 'mac']",True,10,6,4,60.0,0,False,4.99,0,
['Somer Games'],['8floor'],"['Single-player', 'Family Sharing']",['Casual'],0,0,"['windows', 'mac']",True,6,4,2,66.7,0,False,4.99,0,
['United Independent Entertainment'],['United Independent Entertainment'],"['Single-player', 'Family Sharing']",['Simulation'],0,0,['windows'],True,4,1,3,25.0,0,False,4.99,0,
['United Independent Entertainment'],['United Independent Entertainment'],"['Single-player', 'Family Sharing']",['Simulation'],0,0,['windows'],True,5,1,4,20.0,0,False,3.99,0,
['TB Games'],['TB Games'],"['Single-player', 'Multi-player', 'MMO', 'Family Sharing']","['Action', 'Massively Multiplayer']",0,12,['windows'],True,19,7,12,36.8,0,False,14.99,0,
['Laush Dmitriy Sergeevich'],['Laush Studio'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,12,['windows'],True,7,4,3,57.1,0,False,3.99,0,
['Astronomic Games'],['Astronomic Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Casual', 'Indie', 'RPG']",0,20,['windows'],True,8,8,0,100.0,0,False,2.99,1,
['UNLTD inc.'],['UNLTD inc.'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",['Action'],0,5,['windows'],True,11,7,4,63.6,0,False,2.99,0,
"['Filipinjo', 'bostjang']",['Hyper Fox Studios'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Indie', 'RPG']",0,36,"['windows', 'linux']",True,24,17,7,70.8,0,False,8.99,0,
['AFBIK Studio'],['AFBIK Studio'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,10,['windows'],True,11,4,7,36.4,0,False,0.99,0,
['Broken Dream Studio'],['Broken Dream Studio'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Early Access']",0,18,['windows'],True,35,20,15,57.1,0,False,19.99,0,
['Musclebird'],['Musclebird'],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",0,12,"['windows', 'mac']",True,5,4,1,80.0,0,False,4.99,1,
['For7s'],['For7s'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",['Indie'],0,10,['windows'],True,12,12,0,100.0,0,False,5.99,1,
['Middle City Games'],['Dark Inertia Studios'],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'RPG']",0,0,"['windows', 'mac']",True,4,4,0,100.0,0,False,0.0,1,
['Scelzi Stefano'],['Scelzi Stefano'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",0,0,['windows'],True,2,1,1,50.0,0,False,4.99,0,
['Shardcien'],['Shardcien'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie']",0,10,['windows'],True,1,0,1,0.0,0,False,2.99,0,
['Mole Eyes Entertainment'],['Mole Eyes Entertainment'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie']",0,6,"['windows', 'mac', 'linux']",True,20,20,0,100.0,0,False,0.99,1,
['zDS'],['zDS'],"['Single-player', 'Steam Achievements', 'Family Sharing']",['RPG'],0,9,['windows'],True,4,4,0,100.0,0,False,4.99,1,
['Torch60'],['Torch60'],"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Indie', 'RPG']",0,23,['windows'],True,14,13,1,92.9,0,True,0.0,1,
"['qureate', 'iMel Inc.']",['qureate'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Adventure', 'Indie']",0,19,['windows'],True,186,180,6,96.8,0,False,9.99,1,
['Nyan_Fort'],['Nyan_Fort'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie']",0,7,['windows'],True,6,5,1,83.3,0,False,9.99,1,
['NiYOtan'],['NiYOtan'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,20,"['windows', 'linux']",True,2,1,1,50.0,0,False,1.99,0,
['Polovey Alexander'],['Polovey Alexander'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,16,['windows'],True,7,6,1,85.7,0,False,2.99,1,
['Caracal Games'],['Caracal Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Indie']",0,27,['windows'],True,2,1,1,50.0,0,False,8.99,0,
['SMU Guildhall'],['SMU Guildhall'],"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Casual', 'Free To Play', 'Indie']",0,16,['windows'],True,4,4,0,100.0,0,True,0.0,1,
"['Nikita ""Ghost_RUS""']",['Ghost_RUS Games'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,1,['windows'],True,8,3,5,37.5,0,False,0.99,0,
"['Odd Time Studios', 'Rockhopper Studios']","['Odd Time Studios', 'Rockhopper Studios']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie', 'RPG', 'Simulation']",0,55,['windows'],True,20,19,1,95.0,0,False,4.99,1,
['Digital Software'],['Digital Software'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",0,49,['windows'],True,4,4,0,100.0,0,False,16.99,1,
['Kampai Studio'],['Kampai Studio'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,51,['windows'],True,3,3,0,100.0,0,False,0.99,1,
['Alex Zimich'],['Alex Zimich'],"['Single-player', 'Family Sharing']",['Strategy'],0,0,"['windows', 'mac']",True,1,1,0,100.0,0,False,0.99,1,
"['ShoeStringTeam', 'DemonSwordGames']",['Conglomerate 5'],"['Single-player', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,0,['windows'],True,2,0,2,0.0,0,False,0.99,0,
['otter otter game'],['otter otter game'],"['Single-player', 'Family Sharing']",['Strategy'],0,0,['windows'],True,11,6,5,54.5,0,False,0.99,0,
['Pixel Cattle Games'],['Pixel Cattle Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Indie', 'Strategy']",0,28,"['windows', 'mac']",True,98,84,14,85.7,0,False,14.99,1,
"['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Trading Cards', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']",['Action'],0,0,['windows'],True,489,406,83,83.0,0,False,19.99,1,
['Rablo Games'],"['Rablo Games', 'Gamersky Games']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Casual', 'RPG', 'Strategy']",0,34,['windows'],True,16,16,0,100.0,0,False,14.99,1,
['Specialbit Studio'],['Specialbit Studio'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,10,"['windows', 'mac']",True,86,67,19,77.9,0,False,6.99,0,
['Hyeson'],['Hyeson'],"['Single-player', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access']",0,0,['windows'],True,6,2,4,33.3,0,False,0.99,0,
['Sensual Dreamers'],['Sensual Dreamers'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",0,0,['windows'],True,16,5,11,31.2,0,False,4.99,0,
['Winged Cloud'],['Winged Cloud'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']",['Simulation'],0,15,"['windows', 'mac', 'linux']",True,46,41,5,89.1,0,False,9.99,1,
['Alscenic'],['current.gen Studios'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Includes level editor', 'Family Sharing']","['Casual', 'Indie']",0,15,['windows'],True,9,9,0,100.0,0,False,0.99,1,
['Radio 13 Games'],['Radio 13 Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Indie']",0,20,['windows'],True,3,3,0,100.0,0,False,0.99,1,
['Crankage Games'],['Crankage Games'],"['Single-player', 'Full controller support', 'Family Sharing']",['Indie'],0,0,['windows'],True,33,30,3,90.9,0,False,0.99,1,
['Özgün BURSALIOĞLU'],['Özgün BURSALIOĞLU'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Indie', 'Simulation']",0,0,['windows'],True,2,1,1,50.0,0,False,1.99,0,
['Graphproject'],['StavroGames'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Indie']",0,25,['windows'],True,1,0,1,0.0,0,False,1.99,0,
['ImperiumGame'],['Conglomerate 5'],"['Single-player', 'Family Sharing']","['Action', 'Indie']",0,0,['windows'],True,1,0,1,0.0,0,False,0.99,0,
['EncoderX'],['EncoderX'],"['Single-player', 'Steam Achievements', 'Includes level editor', 'Family Sharing']",['Indie'],0,50,['windows'],True,6,4,2,66.7,0,False,1.99,0,
