developers,publishers,categories,genres,required_age,n_achievements,platforms,is_released,total_reviews,total_positive,total_negative,positive_percentual,metacritic,is_free,price_initial (USD),label_positive,release_year
['Touwaku Studio'],['Touwaku Studio'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']","['Adventure', 'Indie']",0,7,"['windows', 'mac', 'linux']",True,85,65,20,76.5,0,False,4.99,0,
"['Tingly, LLC']","['Tingly, LLC']","['Single-player', 'Family Sharing']","['Adventure', 'Indie']",0,0,"['windows', 'mac', 'linux']",True,1,0,1,0.0,0,False,3.99,0,
['Cotton Game'],['Cotton Game'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,34,"['windows', 'mac']",True,12,10,2,83.3,0,False,9.99,1,
['Upineleed'],['Upineleed'],"['Single-player', 'Full controller support', 'Family Sharing']","['Action', 'Indie']",0,0,['windows'],True,1,0,1,0.0,0,False,5.99,0,
['Kacper Stasiełuk'],['Kacper Stasiełuk'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']","['Indie', 'Strategy']",0,0,"['windows', 'linux']",True,7,4,3,57.1,0,False,0.0,0,
['KerboGames'],['KerboGames'],"['Single-player', 'Family Sharing']","['Violent', 'Gore', 'Action', 'Adventure', 'Indie', 'Early Access']",0,0,['windows'],True,1,0,1,0.0,0,False,0.0,0,
['Parovoz Animation Studio'],['Interactive Moolt'],"['Single-player', 'VR Only', 'Family Sharing']","['Adventure', 'Free To Play', 'Simulation']",0,0,['windows'],True,9,7,2,77.8,0,False,0.0,0,
['PnC Narratives'],['PnC Narratives'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie']",0,35,['windows'],True,7,6,1,85.7,0,False,9.99,1,
['SolarLune Games'],['SolarLune Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,13,"['windows', 'linux']",True,11,10,1,90.9,0,False,4.99,1,
['Charming Game Studio'],['Charming Game Studio'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Stats', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Sports']",0,37,['windows'],True,3,1,2,33.3,0,False,9.99,0,
['Team HalfBeard'],['Team HalfBeard'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,22,"['windows', 'mac', 'linux']",True,1641,1431,210,87.2,0,False,14.99,1,
['Kormishenkov Anton'],['Kormishenkov Anton'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']",['RPG'],0,17,"['windows', 'linux']",True,17,12,5,70.6,0,False,1.99,0,
['RandomSpin'],[' RandomSpin'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Indie']",0,7,['windows'],True,52,35,17,67.3,0,False,4.99,0,
['LABS Games'],['LABS'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Violent', 'Gore', 'Indie']",0,5,['windows'],True,3,1,2,33.3,0,False,5.99,0,
['Decoder'],['Decoder'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Adventure', 'Casual']",0,0,['windows'],True,17,12,5,70.6,0,False,4.99,0,
['BulatHard'],['BulatHard'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Sports']",0,1,"['windows', 'mac', 'linux']",True,104,69,35,66.3,0,False,9.99,0,
['AndAll Interactive'],['AndAll Interactive'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Violent', 'Action', 'Indie']",0,0,['windows'],True,3,2,1,66.7,0,False,0.99,0,
['Monkeys Lab.'],['Neokosmos Technologies Ltd.'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",0,0,['windows'],True,263,126,137,47.9,0,False,8.99,0,
['Luckshot Games'],['Luckshot Games'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",0,18,"['windows', 'mac']",True,20,14,6,70.0,0,False,14.99,0,
['Spicy Tails'],['Sekai Project'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,0,['windows'],True,75,54,21,72.0,0,False,24.99,0,
['SAT-BOX'],['SAT-BOX'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual']",0,0,['windows'],True,5,3,2,60.0,0,False,9.99,0,
['Renxiang Game'],['Renxiang Game '],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,0,['windows'],True,3,2,1,66.7,0,False,7.99,0,
['Zabuza Labs'],['Zabuza Labs'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",['Casual'],0,0,['windows'],True,1,1,0,100.0,0,False,4.99,1,
['Clouds'],['D3PUBLISHER'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['Action'],0,50,['windows'],True,93,63,30,67.7,0,False,19.99,0,
['Funny Bit Games'],['Funny Bit Games'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,9,['windows'],True,2,2,0,100.0,0,False,0.99,1,
['Sunward Games'],['Artifex Mundi'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual']",0,31,"['windows', 'mac', 'linux']",True,83,65,18,78.3,0,False,14.99,0,
['World-Loom'],['Artifex Mundi'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual']",0,12,"['windows', 'mac', 'linux']",True,60,49,11,81.7,0,False,14.99,1,
['Morteshka'],['Morteshka'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']","['Adventure', 'Indie']",77,15,"['windows', 'mac', 'linux']",True,175,140,35,80.0,77,False,7.99,1,
['SinksAdventure'],['SinksAdventure'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,13,['windows'],True,60,55,5,91.7,0,False,4.99,1,
['Interactive Gaming Studios'],['Interactive Gaming Studios'],['Single-player'],"['Adventure', 'Indie']",0,0,['windows'],True,4,2,2,50.0,0,True,0.0,0,
['Jammed Up Studios'],['Surprise Attack'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",['Action'],0,27,['windows'],True,86,56,30,65.1,0,False,9.99,0,
"['ODAKO Co.,Ltd.']",['58works'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",0,0,['windows'],True,1,1,0,100.0,0,False,15.99,1,
['Qumaron'],['Qumaron'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual', 'Simulation', 'Strategy']",0,0,['windows'],True,5,5,0,100.0,0,False,4.99,1,
"['Diabolical Mind', 'Daniel Fernandez Chavez']",['Diabolical Mind'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,18,"['windows', 'mac', 'linux']",True,63,40,23,63.5,0,False,9.99,0,
['MyDearest'],['MyDearest'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,0,"['windows', 'mac']",True,24,21,3,87.5,0,False,8.99,1,
['نقش الضوء'],['نقش الضوء'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie']",0,5,"['windows', 'mac', 'linux']",True,18,16,2,88.9,0,False,2.99,1,
['Sacada'],['Sacada'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,9821,['windows'],True,160,129,31,80.6,0,False,9.99,1,
['Oudidon'],['Dear Villagers'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing']",['Racing'],0,32,['windows'],True,23,17,6,73.9,0,False,9.99,0,
['Peregrin Developers'],['Peregrin Developers'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,27,"['windows', 'mac']",True,69,50,19,72.5,0,False,9.99,0,
['Aurelien Regard Games'],['Dear Villagers'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Adventure', 'Indie']",0,16,['windows'],True,33,21,12,63.6,0,False,16.99,0,
['Invisible Walls'],['Green Man Gaming Publishing'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Adventure', 'Indie']",71,41,['windows'],True,257,215,42,83.7,71,False,16.99,1,
"['Daniel Benmergui', 'Jeremías Babini', 'Hernán Rozenwasser']",['Daniel Benmergui'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Indie', 'RPG']",0,25,"['windows', 'mac']",True,221,210,11,95.0,0,False,9.99,1,
['Meepower'],['Volens Nolens Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",0,22,['windows'],True,22,10,12,45.5,0,False,4.99,0,
['Deceptive Games'],['Deceptive Games'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",0,15,['windows'],True,7,3,4,42.9,0,False,7.99,0,
['OriginsVR'],['OriginsVR'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Adventure', 'Indie', 'RPG', 'Simulation']",0,0,['windows'],True,25,20,5,80.0,0,False,4.99,1,
['Scary Wizard Games'],['Scary Wizard Games'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,0,"['windows', 'mac', 'linux']",True,20,17,3,85.0,0,False,9.99,1,
['Funny Twins'],['Funny Twins'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",0,0,['windows'],True,5,2,3,40.0,0,False,1.99,0,
"['Cabbibo', 'Mikael Emtinger']",['Cabbibo'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Casual', 'Indie']",0,0,['windows'],True,12,12,0,100.0,0,False,1.99,1,
['SKYLENS TECHNOLOGY'],['SKYLENS TECHNOLOGY'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",['Action'],0,0,['windows'],True,5,0,5,0.0,0,False,5.99,0,
['Freeform Labs'],['MANDT VR'],"['Tracked Controller Support', 'VR Only']","['Design & Illustration', 'Early Access']",0,0,['windows'],True,4,2,2,50.0,0,False,4.99,0,
['Anoman Studio'],['Anoman Studio'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Gore', 'Action', 'Adventure', 'Casual', 'Indie']",0,51,"['windows', 'mac', 'linux']",True,1,1,0,100.0,0,False,14.99,1,
"['Yustas Game Studio', 'Alawar Entertainment']",['ESDigital Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",0,70,['windows'],True,11,10,1,90.9,0,False,8.99,1,
"['New Bridge Games', 'Alawar Entertainment']",['ESDigital Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Adventure', 'Casual', 'Strategy']",0,34,['windows'],True,19,16,3,84.2,0,False,8.99,1,
['Neo Kuriyo'],['Neo Kuriyo'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Nudity', 'Indie', 'RPG']",0,0,['windows'],True,8,7,1,87.5,0,False,9.99,1,
['Firstborn Games'],['Firstborn Games'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Trading Cards']","['Action', 'Free To Play', 'Indie', 'Strategy']",0,1,['windows'],True,5,2,3,40.0,0,True,0.0,0,
['HeR Interactive'],['HeR Interactive'],"['Single-player', 'Family Sharing']",['Adventure'],0,0,['windows'],True,161,150,11,93.2,0,False,19.99,1,
['HeR Interactive'],['HeR Interactive'],"['Single-player', 'Family Sharing']",['Adventure'],0,0,"['windows', 'mac']",True,87,63,24,72.4,0,False,19.99,0,
['HeR Interactive'],['HeR Interactive'],"['Single-player', 'Family Sharing']",['Adventure'],0,0,"['windows', 'mac']",True,92,48,44,52.2,0,False,19.99,0,
['HeR Interactive'],['HeR Interactive'],"['Single-player', 'Family Sharing']",['Adventure'],68,0,['windows'],True,154,138,16,89.6,68,False,9.99,1,
['Grey Alien Games'],['Grey Alien Games'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']",['Casual'],0,0,"['windows', 'mac']",True,15,14,1,93.3,0,False,6.99,1,
['Jose Pedro Díaz'],['Jose Pedro Díaz'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",0,0,['windows'],True,11,5,6,45.5,0,False,3.99,0,
"['Object Normal', 'Holojam']","['Object Normal', 'Holojam']","['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",0,0,['windows'],True,4,4,0,100.0,0,False,2.99,1,
['Cryptic Sea'],['Devolver Digital'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",0,0,"['windows', 'mac', 'linux']",True,58,46,12,79.3,0,False,4.99,0,
['Mighty Mob Games'],['Mighty Mob Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,27,['windows'],True,8,8,0,100.0,0,False,2.99,1,
['Soot DE Games'],['Soot DE Games'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Action', 'Indie']",0,17,['windows'],True,3,1,2,33.3,0,False,0.99,0,
['Ezhaac Studio'],['Plug In Digital'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']",['Adventure'],0,0,['windows'],True,58,40,18,69.0,0,False,5.99,0,
['Interaction Ideas GmbH'],['Interaction Ideas GmbH'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",['Casual'],0,0,['windows'],True,23,13,10,56.5,0,False,4.99,0,
['Onefurinthebox'],['Onefurinthebox'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",0,31,['windows'],True,3,3,0,100.0,0,False,9.99,1,
['Mihai Morosanu'],['Mihai Morosanu'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,0,"['windows', 'mac', 'linux']",True,30,15,15,50.0,0,False,0.99,0,
['Radical Phi'],['Radical Phi'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG', 'Simulation']",67,63,"['windows', 'mac', 'linux']",True,1115,1077,38,96.6,67,False,9.99,1,
['Rafael Farias'],['Fiassink Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,38,['windows'],True,32,8,24,25.0,0,False,0.99,0,
['Hyperator VR innovation Labs'],['Hyperator VR Innovation Labs'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",['Simulation'],0,0,['windows'],True,2,2,0,100.0,0,False,0.99,1,
['LusionSoft'],['LusionSoft'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Casual', 'Simulation']",0,0,['windows'],True,4,4,0,100.0,0,False,9.99,1,
"['SNK CORPORATION', 'Abstraction Games']",['SNK CORPORATION'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing']",['Action'],0,48,['windows'],True,595,493,102,82.9,0,False,59.99,1,
['BadgerHammer'],['BadgerHammer'],"['Single-player', 'Full controller support', 'Family Sharing']","['Casual', 'Indie']",0,0,"['windows', 'mac', 'linux']",True,1,1,0,100.0,0,False,6.99,1,
['Copybugpaste'],['Copybugpaste'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Family Sharing']","['Violent', 'Gore', 'Action', 'Adventure', 'Indie']",0,13,['windows'],True,34,21,13,61.8,0,False,2.99,0,
"['L. Stotch', 'Vladimir Soldatov']","['L. Stotch', 'Vladimir Soldatov']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Free To Play', 'Indie']",0,10,"['windows', 'linux']",True,28,24,4,85.7,0,True,0.0,1,
['Wolf In Motion Ltd'],['Wolf In Motion Ltd'],"['Single-player', 'Tracked Controller Support', 'VR Only']","['Adventure', 'Simulation', 'Early Access']",0,0,['windows'],True,2,2,0,100.0,0,True,0.0,1,
['LYS'],['Indie'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie', 'RPG', 'Strategy']",0,0,['windows'],True,4,2,2,50.0,0,False,3.99,0,
['Chickenpig Software'],['Texas Interactive'],"['Single-player', 'Family Sharing']","['Nudity', 'Violent', 'Gore', 'Action', 'Indie']",0,0,['windows'],True,13,0,13,0.0,0,False,14.99,0,
"['上海烛龙信息科技有限公司', 'Aurogon Shanghai']",['北京网元圣唐娱乐科技有限公司'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['RPG'],0,294,['windows'],True,61,48,13,78.7,0,False,15.99,0,
"['上海烛龙信息科技有限公司', 'Aurogon Shanghai']",['北京网元圣唐娱乐科技有限公司'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['RPG'],0,140,['windows'],True,104,83,21,79.8,0,False,11.99,0,
['Arc System Works'],['Arc System Works'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",['Simulation'],0,80,['windows'],True,10,3,7,30.0,0,False,9.99,0,
['Kyle Hughart'],['Kyle Hughart'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0,11,['windows'],True,11,10,1,90.9,0,False,2.99,1,
['PD Design Studio'],['PD Design Studio'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,23,"['windows', 'mac']",True,4,1,3,25.0,0,False,14.99,0,
['bitBerg'],['Newsight Games/bitBerg'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Violent', 'Gore', 'Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",0,0,['windows'],True,8,5,3,62.5,0,False,0.99,0,
['Space Plunge'],['Space Plunge'],"['Single-player', 'Tracked Controller Support', 'VR Only']","['Casual', 'Indie', 'Free To Play']",0,0,['windows'],True,86,83,3,96.5,0,True,0.0,1,
['Mihai Morosanu'],['Mihai Morosanu'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,0,"['windows', 'mac', 'linux']",True,47,31,16,66.0,0,False,0.99,0,
"['8th Shore, Inc.']","['8th Shore, Inc.']","['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",0,0,['windows'],True,4,1,3,25.0,0,False,3.99,0,
['Zombie Studios'],['Activision'],"['Single-player', 'Family Sharing']","['Nudity', 'Violent', 'Adventure']",0,0,['windows'],True,31,25,6,80.6,0,False,5.99,1,
['SparkLightGames'],['SparkLightGames'],"['Single-player', 'Multi-player', 'Partial Controller Support', 'Family Sharing']","['Casual', 'Indie', 'Racing']",0,0,['windows'],True,1,1,0,100.0,0,False,4.99,1,
['SinVR'],['SinVR'],"['Single-player', 'Family Sharing']",['Simulation'],0,0,['windows'],True,35,15,20,42.9,0,False,9.99,0,
['Iain King'],['onelivesleft'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Action', 'Indie']",0,6,['windows'],True,2,2,0,100.0,0,False,7.99,1,
['Cybreath'],['Cybreath'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,0,['windows'],True,12,8,4,66.7,0,False,9.99,0,
['NeoNight'],['NeoNight'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie']",0,10,"['windows', 'mac', 'linux']",True,22,13,9,59.1,0,False,2.99,0,
['VI GAMES LLC'],['My Way Games'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG']",0,0,['windows'],True,7,1,6,14.3,0,False,0.0,0,
['Egosoft'],['Egosoft'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Only', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Family Sharing']","['Action', 'Simulation']",0,64,['windows'],True,147,96,51,65.3,0,False,39.99,0,
['Zachtronics'],['Zachtronics'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,3,"['windows', 'mac', 'linux']",True,146,143,3,97.9,0,False,2.99,1,
['2B_GAMES'],['2B_GAMES'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']","['Sexual Content', 'Violent', 'Gore', 'Adventure', 'Indie', 'Early Access']",0,0,['windows'],True,5,1,4,20.0,0,False,1.09,0,
['Heavy Iron Studios'],['Vive Studios'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",['Adventure'],0,0,['windows'],True,8,5,3,62.5,0,False,5.99,0,
['Spasman Games'],['Spasman Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Stats', 'Steam Leaderboards']","['Action', 'Free To Play', 'Indie']",0,20,['windows'],True,1,1,0,100.0,0,True,0.0,1,
['SSCTEAM'],['SSCTEAM'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Indie', 'Early Access']",0,15,['windows'],True,90,47,43,52.2,0,False,4.99,0,
['ZAR 21'],['Daedalic Entertainment'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie']",0,16,"['windows', 'mac']",True,251,206,45,82.1,0,False,4.99,1,
['ZAR 21'],['Daedalic Entertainment'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie']",0,16,"['windows', 'mac']",True,133,117,16,88.0,0,False,4.99,1,
['Boolat Games'],['Big Fish Games'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual']",0,0,['windows'],True,1,1,0,100.0,0,False,9.99,1,
"['Funly, LLC']","['Funly, LLC']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Casual', 'Indie', 'Sports', 'Strategy']",0,0,['windows'],True,6,5,1,83.3,0,False,3.99,1,
['Little Big Lee'],['Senpai Studios'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0,5,['windows'],True,107,64,43,59.8,0,False,4.99,0,
['Tyler Hurd'],"['Wevr, Inc']","['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']",['Casual'],0,0,['windows'],True,123,114,9,92.7,0,False,2.99,1,
['KLNK Inc.'],['KLNK Inc.'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie']",0,0,['windows'],True,3,1,2,33.3,0,False,0.99,0,
['articy Software'],['articy Software'],"['Steam Trading Cards', 'Steam Cloud']","['Design & Illustration', 'Education', 'Utilities']",0,0,['windows'],True,65,54,11,83.1,0,False,69.99,1,
['Spoonweaver'],['Spoonweaver Studios'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,20,['windows'],True,13,12,1,92.3,0,False,7.99,1,
"['After Sunset Games, LLC']","['After Sunset Games, LLC']","['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Sports']",0,15,['windows'],True,7,6,1,85.7,0,False,4.99,1,
['RP Studios'],['Conglomerate 5'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,3,['windows'],True,29,20,9,69.0,0,False,5.99,0,
['Stepanov Dmitriy'],['Stepanov Dmitriy'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",0,0,['windows'],True,3,2,1,66.7,0,False,2.99,0,
['Lunar Rooster'],['Reverb Triple XP'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Steam Trading Cards', 'Partial Controller Support', 'Stats', 'Family Sharing']","['Action', 'Indie']",0,0,['windows'],True,294,247,47,84.0,0,False,14.99,1,
['Gradual Games'],['Gradual Games'],"['Single-player', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,0,['windows'],True,4,2,2,50.0,0,False,0.0,0,
['PixelMouse'],['PixelMouse'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",0,44,['windows'],True,136,104,32,76.5,0,False,0.99,0,
